swahili_id,kitaifa,michezo,biashara,kimataifa,burudani
17dd7effc40752af58e35c37c5895d4ba5d84269,0,0,0,0,0
18595209cee4049feb8c24a6fd25aafd9d0d755c,0,0,0,0,0
18a3d479d214f7c41b65ecd6abfbea8e124d5ea6,0,0,0,0,0
18bbb303cb556aa3dd69b6705893649b194b875f,0,0,0,0,0
18fdf5f0583fe8b0cd324b2324e235a7cadc9143,0,0,0,0,0
197baa2e7a1a9b5e091c5dda305922b912b5f000,0,0,0,0,0
19f510e2874c0b863f7b753a1fd624e1cf7f65a7,0,0,0,0,0
1a17c80adddd2c806c7c006c1c6664551f639945,0,0,0,0,0
1a2945de7db7d664a6a47aa9d4ca66f32f70b007,0,0,0,0,0
1a434697e5ed37622d6e242b2661e1b5f15fa4bf,0,0,0,0,0
1a4ea72aade16ffb2a8a5482d687c49f28e5748e,0,0,0,0,0
1a8feb5bc2c7f920cc90e2d48e1aa165756d8e40,0,0,0,0,0
1ae7db637de02c1433a216bff407f1e00b7746ed,0,0,0,0,0
1af7c0ced692824637718b5bc494b3f369c27ae9,0,0,0,0,0
1b1dc07761bcf39e979dfb1718967a78d0aee790,0,0,0,0,0
1b50390e6648cebfec8fe3a6aef61a0b066febf9,0,0,0,0,0
1b5736b3ac4f1db6c28a7818835cdf7a9574658a,0,0,0,0,0
1b5e71255db35337b4ed41409ad2a02e2631eb7f,0,0,0,0,0
1b9efa38da384b10eaa53d56a07a9094febd5c6c,0,0,0,0,0
1bc2142fc267f7d22be3b03f1d8b96791148b0cb,0,0,0,0,0
1bc5f88ecb46e60f0f63bef176307d245171062e,0,0,0,0,0
1c3ece194677524c78a9f91716667bce5fb9b7eb,0,0,0,0,0
1c626c21d45834c3cee43ec7ec17c73629afce5f,0,0,0,0,0
1c73a9479849e76c9269bf9f1542e264493cd91b,0,0,0,0,0
1c7e51812e18ca91b75484915554483ce2a55119,0,0,0,0,0
1c9268524736398ee3e60880113cc4d92f934989,0,0,0,0,0
1ca667458b92c09852f3e4a2d3be77fd0064c069,0,0,0,0,0
1cb82db6885a902029c17c04ae7511653a1d23b9,0,0,0,0,0
1cca7897a49ff7f29aafea06ccafc2ab7f050d9e,0,0,0,0,0
1d21046991eae6f767d0af4f3e2df0c41d57376d,0,0,0,0,0
1d3892ce2970b5f0ab94bd5d6df178022b82fb75,0,0,0,0,0
1d3b44ab1c7acfdf3850e0f32c81ac0733875299,0,0,0,0,0
1d7c293d74195e673ba22ac413866beec98ca7ba,0,0,0,0,0
1db409415257ad5afb7d1a4301b5bdd7e4b23a4f,0,0,0,0,0
1deae0ba27a1dff11ac59bca2da59863dcc89401,0,0,0,0,0
1e5f02f3348efc9deda3149c6dcb24262b68e0bc,0,0,0,0,0
1e6b54269bbced15cb129fd99873927aab30fd92,0,0,0,0,0
1f306e0c91d64cf18674974f3520900b53ae60d0,0,0,0,0,0
1f8ae4a40785fe5619988e033a6bdd897823827d,0,0,0,0,0
1f91a15048e3ee430b307e0d25298ccb4d778c78,0,0,0,0,0
1f93a643487d5fc6008d958f25d7ee0ff54a7d11,0,0,0,0,0
1fa318e91639e14ded7d95319fe5e497b89c1c6b,0,0,0,0,0
1fec12dabcfdbf1509bf3c4a94af4f3be401a957,0,0,0,0,0
20514b3a900e6865ddbee4dc7f3ac9a494c3982e,0,0,0,0,0
20db7329999438154327e166b1e270010149814a,0,0,0,0,0
2186342b9a2ac3d8370cd188deeb4460adc17368,0,0,0,0,0
219c4fdda89354527ee17ad814be82a051c69f85,0,0,0,0,0
21d98fb6b5204400522e33450b68f43377298c45,0,0,0,0,0
22133cda28691ae1c52d81796c20644a27ad65b5,0,0,0,0,0
2232f3e8f9147b183adc5e5922031ada4617fe49,0,0,0,0,0
22650528be024b0ae698b5211306bc3732636d13,0,0,0,0,0
2271fe2c21330c061b949ee2ef4e519280852b13,0,0,0,0,0
228a29757133e396c6f0962ee01ecd920542a044,0,0,0,0,0
229d4fe6fec882e0612a7ceeda6ac8204de18c82,0,0,0,0,0
22a7967c345454212d50c6f8b35414ca1947cfed,0,0,0,0,0
22aa78381e31b43c9ae7f2a931d04e5fe3a9e2e1,0,0,0,0,0
22c65d35241b8783cbb04b57e5d8bbf67b18466d,0,0,0,0,0
22d51c0b65218f37924043f86cad2836c06750f4,0,0,0,0,0
22d605a5ecf7c468fa8ca8482cb4295a0c6622f0,0,0,0,0,0
22da997d2d5a443d57cc82b9c0b996d4444012aa,0,0,0,0,0
2331aed1ec908a42e14752a12d2ff6db43352185,0,0,0,0,0
23432f8e81eae4e9d012a18339e19ab9076f72b2,0,0,0,0,0
234503eb2811a7bd940e16cb63e858165b824b02,0,0,0,0,0
2389fbac7e9352ec0de7cc8775f2efc4b4cf6b5a,0,0,0,0,0
2396eedfb4b784c10e02b5ff30b30a67b2b43c8b,0,0,0,0,0
241de8bd14a3c5059ba72e47c9c7d81256740add,0,0,0,0,0
24951db6a078339cfc92582044799ca6e960669f,0,0,0,0,0
251bd51aa700823c7d36d58b331cdc110a1701f6,0,0,0,0,0
25222836d355cefbeb28dce0331b511c5504d970,0,0,0,0,0
25310ef53a4af995ebd5cd6ebf505eb496bd1f82,0,0,0,0,0
258ac68db6c7767d8e8ba2c49921e2c329aa0f88,0,0,0,0,0
25c7ddcde232773eeb3487aa8e6cf929750416b8,0,0,0,0,0
260a4acadfa1c8e2a5b405b858b556fb841b39c2,0,0,0,0,0
26498a5987dbab32e9e3841a04434d9d6216f7e1,0,0,0,0,0
264fa2dc9c98b37c6db6f1f7c8b7f54fce27c993,0,0,0,0,0
267db0653386b9e84e4130fd216b57a77289b54d,0,0,0,0,0
2682e0c1a27de26e0649f196994225173d6323ba,0,0,0,0,0
2683a7feb3b17d27344244cb210cd148d35223f0,0,0,0,0,0
268b71f045246efde4ea467a4ccfcea2c2804b51,0,0,0,0,0
2691ac6f3a6e113168f145237d836b60df881924,0,0,0,0,0
26b702a06ae1e864430330d015aaaa35f21d4eeb,0,0,0,0,0
26bf62e344aaec65d875ad14fd562aa40b49408f,0,0,0,0,0
271825ae352bcae7618044ca2b5719b6f67c6e07,0,0,0,0,0
27234421a1cc225bbf6d4795f3488dfdf1d2a1c4,0,0,0,0,0
27559809240c440f0b528fbc1af7e5cbe1b8fea0,0,0,0,0,0
2799426ff8c1dda3701fbc7dcbb624bdb230cae3,0,0,0,0,0
27ec30c7c2416334df93fd818a58e3d9554913b5,0,0,0,0,0
27fab48d0e16964ff46d6c5b904ebdf9e81e8747,0,0,0,0,0
2851c1456c5a6737c8594631348781c2ebfa30cb,0,0,0,0,0
28667773b1bcb3baf526df79f8f3296c0d4c9674,0,0,0,0,0
28a78ac3fea8a67371457536a90b0e9567273865,0,0,0,0,0
28dc3ee972f8779bb4b14107db268c8409f50219,0,0,0,0,0
28e36096ebda6cb2169943384d6c1fa8180fd9c0,0,0,0,0,0
290c85dac0aae4c60fc1f957f7b17b380e049c23,0,0,0,0,0
2949d2d118a3240ba3c654d7c7e93169307176b3,0,0,0,0,0
2957893c8d9481ae20b144a940ea8a293d90d18d,0,0,0,0,0
29a252032b84ce882412cf07189c50cb15514eeb,0,0,0,0,0
29b49407d4bf17d71f7bd1d4f4e47c4a899a28ed,0,0,0,0,0
29c81c827ac7170ca7898afd9b27347ff592bdfc,0,0,0,0,0
29e5ea1ed4816d8687114bbb13162d9a074e7eb8,0,0,0,0,0
29f93cb4ecd517363279aecef84e97875d5545a6,0,0,0,0,0
2a84a5008e52e2a6656bb548d835335011aaaf74,0,0,0,0,0
2a9af38c7e7210b6ba6c72cf5864052629eb3b6f,0,0,0,0,0
2ab0ef31dad96da6e0da678339f3f4f045ac1076,0,0,0,0,0
2ac85346f12429c41daf50490f042007dcd08c83,0,0,0,0,0
2ad94bd023bc1acacfed6a3352a100906678b109,0,0,0,0,0
2b48e2cac369ea2abb17921a610162bd33f74d68,0,0,0,0,0
2b95c79271040f8a030d774286ad44053ee16b9d,0,0,0,0,0
2bba32730836833faaeb1a263ed29ab4df5735a5,0,0,0,0,0
2bd8ed9333cd7b9864725f1742a689df365ad51c,0,0,0,0,0
2be0d207f3a86e11d08edc1188508e1af1d63fb0,0,0,0,0,0
2c498e330e035ae446ecde1a08bbf4f9598ea178,0,0,0,0,0
2c6451ee38d8ba82c2d43d23ada828a269ca4116,0,0,0,0,0
2c966c3f4143d9c68580bf1c3d404a59137ae609,0,0,0,0,0
2cada7f16de01df9295a1b644efe5c619ac8a2b2,0,0,0,0,0
2cae18f86c326b0eb16f03b0aa9c75818a977448,0,0,0,0,0
2cc876deb0920ade25c16884bb57a0aa8359c43a,0,0,0,0,0
2d2fe22b39e39e7bb306d5e84dc9f9c4d470114e,0,0,0,0,0
2d9c99c1154e7e7bce3b3f191f4d828672ea27a6,0,0,0,0,0
2dff481ee72ac1bcde6262b26c372a9e8b7c7497,0,0,0,0,0
2e543d501ac8b6dd450fef9425cae55ff7b50a73,0,0,0,0,0
2ea80316710f886c245ae2e2d45915567e548c7c,0,0,0,0,0
2ebfaa78df27a0a64d26bf6772757307c9ff975a,0,0,0,0,0
2ed11ec456a062d53dba7f7a9d57534d12acdb95,0,0,0,0,0
2ef825bd7e0591e0e7cb78dae66ce5a2b6c40f5d,0,0,0,0,0
2f011c8fb460b9dd5e28275c0362745a010f4ca8,0,0,0,0,0
2f508eb79e87d75611f3ddba309163ce9d0835c8,0,0,0,0,0
2f79ff4c3493a02edea1636bcfcf555b1bf7d64f,0,0,0,0,0
2f85f84d5136cdf6e1ede869b0015b7bfea6b800,0,0,0,0,0
2fb671633b2e8316879cf56b830a57c8b33983fe,0,0,0,0,0
2fbe2ccec11883bffc4a999febefd5f09b871424,0,0,0,0,0
302994572385583073738f971152dc77783b528d,0,0,0,0,0
30bdb11d5166101e7dbb5634d71c2575b6e5f54e,0,0,0,0,0
313225e9af2ad60d37829216caf4bce04f23ea92,0,0,0,0,0
31964043423a074f2a221988df0c76b5e6b8f5b2,0,0,0,0,0
31c938d5ecab1bf0f1c4e8082776f0361a50f27d,0,0,0,0,0
31f73e02023dfa2d1e29e8ff41fd9b18c79878c7,0,0,0,0,0
326da275051ca238a24ffeaf166b24c00be6216f,0,0,0,0,0
32f27dc369df8e68abab72fede10e6a6ed9ffbfc,0,0,0,0,0
33892ecb8c7c790fcbc2105f390c491c08963ea2,0,0,0,0,0
33a7bd491294f9bd4db119b53c5ad00ed70bc6c2,0,0,0,0,0
33b2fcf2f8546fae425948d41785c784da14d6f9,0,0,0,0,0
33c00e4613dc29cfd313ec0b072111e354130d9a,0,0,0,0,0
33c58ca9d55b9898c0c1d86a2321bf4da5e1f0c3,0,0,0,0,0
33c989d20b0b8cda8a03f2f35a54c9f20d4358ed,0,0,0,0,0
33e428a439707970edb08701626948e828fdcdd5,0,0,0,0,0
342f45fb99ca21761635a2554f6874290379264f,0,0,0,0,0
34c01b50cfbf61b078e8b418bbdca0a04a3748df,0,0,0,0,0
34c47b3aa1a1f73b6c8b2ef6ea2c5b9dc18feca9,0,0,0,0,0
3503923351a4e5b9f1526ebe2bb91828008c7ba0,0,0,0,0,0
3515161f7bd3c88c82fc4880721c119c8b65b6a2,0,0,0,0,0
352512f17d97d8c2ec89b553c49d9b66b73cfd29,0,0,0,0,0
353f1104abb19365f64a32a062aee01bb7b736ef,0,0,0,0,0
35cc4d648238374926f5b1c5dba18f64a62aa3f7,0,0,0,0,0
35dcca283f314298e197346f79866e31c4c9a806,0,0,0,0,0
35df43cc777af342d62d49720a39d7cc544672db,0,0,0,0,0
35f111d0e97cc60de6b2295b0dbb3bd3c185cce6,0,0,0,0,0
360dacf49e0f34b5d7ca48bbab59ed497f667a1f,0,0,0,0,0
3616b750238fde10f0af92b39f8642ed04f4292d,0,0,0,0,0
361806eaeeb8e109ee70a5a7682afb4c62db6a6b,0,0,0,0,0
3667780549f63698b6bcda210f734afe6f00b6f5,0,0,0,0,0
368581ce89aa3d42dd5da5b819eaed2a7518d5f8,0,0,0,0,0
368e350eda45f3d79eee691af6eec3b5ac67734d,0,0,0,0,0
36a25b2cd071cd97e370fe277ecc4ac8143298ec,0,0,0,0,0
372a5ed3b413fac23455e6f6c7b06707653d3d73,0,0,0,0,0
376e988ff1fcf958808647649e2cdf3d01ea4602,0,0,0,0,0
379e9ff20a7faf7614ccfbcc1157a2ba9c1649df,0,0,0,0,0
3885298536c50c15602b994f492a3160010dee2f,0,0,0,0,0
38dc25352f81252d7e3e6510f383867dfac5c1c2,0,0,0,0,0
396d208d43ce393a6dccab5756f7277841766af2,0,0,0,0,0
3970b66161631251dbe027dd83cece64dd0de64f,0,0,0,0,0
398a4144007d77ecf3ec1c1deebee3b6f4cea7e1,0,0,0,0,0
399d32183389be62b9e3e781c566f30a35c0aef7,0,0,0,0,0
3a1253a00f5dd488cf15f8679bab5ef457a3a969,0,0,0,0,0
3a3f9fbb047cfee35b1f0fd80ccef2c4f6fd1867,0,0,0,0,0
3a4658180642cbe2761195b9b7780b1fc18b0766,0,0,0,0,0
3a5d3d3191b1a854703715c46186fb9122eef2d2,0,0,0,0,0
3a6f248cd6c1eac31bf2c6ca7d6686f08a259b94,0,0,0,0,0
3adef46c0ad4a98d53de3f6bcff7507e9adaa103,0,0,0,0,0
3b0a48a292ee2314e553b3ae0e9fcfe5acd82924,0,0,0,0,0
3b2fba8eab2d0c87c14342ab93f9593833a58ccd,0,0,0,0,0
3b4fe73c7a6f4cd4809eadcc3a8ddd5c26a7b329,0,0,0,0,0
3b66c5b3641287eb6bcfdfaf1432db339d636699,0,0,0,0,0
3b99fb4e5cdd412fd4a195cc34cbdb68f95023d3,0,0,0,0,0
3baaafacbb8a56cdbf2f0606aae30356237e7a36,0,0,0,0,0
3bb07573a736eb7a159fc4266b7cfab3e2caa588,0,0,0,0,0
3bed99a322bab956e678483c2ed0338635bae020,0,0,0,0,0
3c194dad83f96a132dc193cb478b44cb3461480d,0,0,0,0,0
3c2d132307838479da9a7ea2aeaf7b49bb1f0e98,0,0,0,0,0
3c2fbf3e89cf8927e65c8c95dc1f965f97088d1c,0,0,0,0,0
3c49e11299417669bb889f53ee69a9eac81f3c00,0,0,0,0,0
3c63bba60c34b790de86d559d5c64bf24983e7d8,0,0,0,0,0
3c9fe40cd16d06c217583aa70ff91ff98449a19b,0,0,0,0,0
3d1d32fa2c804524e6be92202fcb61c9c6f6e6bb,0,0,0,0,0
3d27f4b78d09d18c7fdab658245b1acfcdbb1ce2,0,0,0,0,0
3d7646aa97f7a6fd4d5d7962fe039ea0267ce82e,0,0,0,0,0
3d7b8c6d5faa987683984b2e13370fac13d99bce,0,0,0,0,0
3d7eb9ce8727645ee4ec20bef250e766d937bc33,0,0,0,0,0
3d968ff12649d5fadfc7bb51a998e81141b6af67,0,0,0,0,0
3dca37fb5b222754452768c19679c0a1e6350aa8,0,0,0,0,0
3e2708a682dc263246f9339ad8336ecb8ebab0a1,0,0,0,0,0
3e4a810a0d73e508de6c53ecdfcc3db19b6defc7,0,0,0,0,0
3e75e226e7455e797ba49e7a71bdfda5584c345d,0,0,0,0,0
3edc14fd83dd2a5a168cb887b108488e39d07676,0,0,0,0,0
3efab5e77da8308ee9d10d8377599e04f4541b65,0,0,0,0,0
3f21caf8ed997cfa7908f309bbc09978d7fa138f,0,0,0,0,0
3f991b7a289f5c96810a62e767d9e8e4a8506c89,0,0,0,0,0
3fb4a05a1d41f82013c9b5bb2162253d7ddb8041,0,0,0,0,0
3fd93c73799d370d5fdd697bf21bb51a46ffc60f,0,0,0,0,0
3ff07631c53fb574981f8a8566ad1df74e9b38fe,0,0,0,0,0
406e2d7535778e94393ce2e5d838c09362780035,0,0,0,0,0
40aa2348315c7f16368b4f6a53455fe9be5af037,0,0,0,0,0
40e0e34c64479a19963ba2b3a4ca66ad2fce2a0d,0,0,0,0,0
4139d0cd9dd188d32c4bd09f1f615c9f8f074a78,0,0,0,0,0
419f3484c1d4d86a847a90dd8b750219233fc02e,0,0,0,0,0
420d57cb8b69cb097e553a18b2ae5496b90fe177,0,0,0,0,0
425fa2c3e26db62deeade6a465c14fe6ba7a5769,0,0,0,0,0
4266cd82b4012f07076553cbc7637904c4434738,0,0,0,0,0
42748c8819059ab2e3e4a11e49b4904d18f6dde7,0,0,0,0,0
429b3c1cc70b8987fbb65cc64ddbb2ac4af2e413,0,0,0,0,0
42c2f1c46d8cc0e1e53d3ee5a982b6b6b134cb11,0,0,0,0,0
42c69bfd2bdcd6f298cfd1d2c80a28ac3b11bb2d,0,0,0,0,0
42d72fdf8b86e46185455a13c498c706f024f0d0,0,0,0,0,0
42da4b38de50486157849b2a650b7450582f1538,0,0,0,0,0
431fe08349f4b79dfda06907dede71aa34837c5c,0,0,0,0,0
439d7e5cc85ec84ff8c5b289de3cc9418bb25654,0,0,0,0,0
43a4f680a89759370ccdb4593b8adee125300d3a,0,0,0,0,0
43f86b4839c0ec3eb2d84e81a856e227a90dcb74,0,0,0,0,0
43ffd5ed227791dd5c9851f7d905e9f82d8143b6,0,0,0,0,0
44223f4d8c80798db4c67a3886f9998440e8bd36,0,0,0,0,0
44a93f93ec30d799bea904fe8a6c590449bfbbc1,0,0,0,0,0
44ac3f9e2b4857633860cbfb643520d2531fb490,0,0,0,0,0
44f5d1ed2fc82b23b06512ed53b1b98d9b274abc,0,0,0,0,0
44f5e18fed1a59fde38b7115f238e5fc874979d1,0,0,0,0,0
452786c6035f1b0993d6df134bc1c59f80bafac7,0,0,0,0,0
454d211c41b771239334065bdf189c9f96c24f7a,0,0,0,0,0
45bb6098cebfcadc5640c6624b3fcb9631ac2b68,0,0,0,0,0
45d0b1a2040340f9781bdaee64f3fc6c7901bcc1,0,0,0,0,0
46d17d2861e55a2d3a7dc177936d3ab6cd60812e,0,0,0,0,0
46f7d99c5024a91169d68f7a9001524b7aabc64a,0,0,0,0,0
4718fa12fbae9140868d4fdbdba755d1b9b1196b,0,0,0,0,0
475bc2d8c167d10a9866a5220a35adf48ac6a4e4,0,0,0,0,0
47732d84ebc10d114f7343b35b8c819ced7ecc7e,0,0,0,0,0
4844cb02f7be947986205fd1be1e54359d5babdb,0,0,0,0,0
48b701e4a229a02017217ed52c9b8e224e7e46f2,0,0,0,0,0
48cbaad2e505e5ff8a6daf0e65ddcfa7b9dab801,0,0,0,0,0
48ed17ea7e5054a02febfc7c5ab01ea3963d49f3,0,0,0,0,0
4924991c24da1d29571b87e46a77aa26629bf211,0,0,0,0,0
49332e6f1f7ababfd0fc18e396eca6de1db6b11a,0,0,0,0,0
49740fefc32e31129f8c9dc2aa6ff7f84f0ecf12,0,0,0,0,0
49f5d3d270928177b9704551664459ecf50ee002,0,0,0,0,0
4a3c5532a96ee5d9cca5495b0c891b5b65b2b18c,0,0,0,0,0
4a9a5b9ce7c49ef6d3025a1a36236ee187311423,0,0,0,0,0
4abffcd8cff043da06735cf2de74fecaf0708e43,0,0,0,0,0
4ad2d58e8d4159b492758479cc2ca008a2a8160a,0,0,0,0,0
4b1b9aaa2431e1fd6c17d0b7915989bfe28c9b22,0,0,0,0,0
4b316bdcd74d1c4cd61a2f73940cce36a3e38775,0,0,0,0,0
4b6eddb260cf69fa0ec1d343699edaa3c91de592,0,0,0,0,0
4b7f4f3ec8977c4bd930528c5a16f614edd59433,0,0,0,0,0
4bc882e9e5a9a33ac6310e9e66234803cb51b2b6,0,0,0,0,0
4c5fec07ab429a07e915617d597778e7d7b3bc83,0,0,0,0,0
4c7aadef8f8567eede8cb0690f090afe1b26c815,0,0,0,0,0
4c92d992f539b1c7935a2ad8919ea143ec457bd5,0,0,0,0,0
4cccc9422b54fc433479e10306a5293839cd1891,0,0,0,0,0
